+-----------+---------+-----------------+--------------+-------------+--------------+-------------+------------+
|  caching  | machine |     device      |    master    |   melanie   |    thomas    | melanie_pct | thomas_pct |
+-----------+---------+-----------------+--------------+-------------+--------------+-------------+------------+
| cached-os | 16  | 1024     | ryzen   | nvme            | 4164.419    | 3984.403    | 3948.9105  | 95          | 94         |
| cached-os | 16  | 1024     | ryzen   | raid-nvme       | 4165.876    | 3970.4015   | 3967.601   | 95          | 95         |
| cached-os | 16  | 1024     | ryzen   | raid-sata       | 4168.091    | 3977.2845   | 3951.3605  | 95          | 94         |
| cached-os | 16  | 1024     | xeon    | samsung-990-pro | 11967.8695  | 11088.238   | 11045.373  | 92          | 92         |
| cached-os | 16  | 1024     | xeon    | wd-sn640        | 12090.094   | 11136.5435  | 10979.4325 | 92          | 90         |
| cached-os | 16  | 2048     | ryzen   | nvme            | 4655.8055   | 4405.0515   | 4313.268   | 94          | 92         |
| cached-os | 16  | 2048     | ryzen   | raid-nvme       | 4614.752    | 4382.401    | 4282.697   | 94          | 92         |
| cached-os | 16  | 2048     | ryzen   | raid-sata       | 4628.9515   | 4401.3215   | 4305.152   | 95          | 93         |
| cached-os | 16  | 2048     | xeon    | samsung-990-pro | 13273.6565  | 11961.5685  | 11808.684  | 90          | 88         |
| cached-os | 16  | 2048     | xeon    | wd-sn640        | 13411.4815  | 12059.932   | 11593.307  | 89          | 86         |
| cached-os | 16  | 4048     | ryzen   | nvme            | 3383.6295   | 3109.591    | 3033.23    | 91          | 89         |
| cached-os | 16  | 4048     | ryzen   | raid-nvme       | 3362.063    | 3106.7775   | 3071.975   | 92          | 91         |
| cached-os | 16  | 4048     | ryzen   | raid-sata       | 3379.0905   | 3124.653    | 3036.6305  | 92          | 89         |
| cached-os | 16  | 4048     | xeon    | samsung-990-pro | 10227.26    | 9143.0785   | 8945.7     | 89          | 87         |
| cached-os | 16  | 4048     | xeon    | wd-sn640        | 10259.5415  | 9174.702    | 8556.966   | 89          | 83         |
| cached-os | 32  | 2        | ryzen   | nvme            | 669.4505    | 645.846     | 656.4255   | 96          | 98         |
| cached-os | 32  | 2        | ryzen   | raid-nvme       | 687.3415    | 658.2425    | 677.506    | 95          | 98         |
| cached-os | 32  | 2        | ryzen   | raid-sata       | 678.9755    | 687.3275    | 661.8565   | 101         | 97         |
| cached-os | 32  | 2        | xeon    | samsung-990-pro | 2080.8995   | 1826.815    | 1878.7015  | 87          | 90         |
| cached-os | 32  | 2        | xeon    | wd-sn640        | 1968.676    | 1872.3805   | 1842.8315  | 95          | 93         |
| cached-os | 32  | 4        | ryzen   | nvme            | 745.4405    | 728.5115    | 728.285    | 97          | 97         |
| cached-os | 32  | 4        | ryzen   | raid-nvme       | 746.2655    | 724.8085    | 726.182    | 97          | 97         |
| cached-os | 32  | 4        | ryzen   | raid-sata       | 738.8005    | 725.5255    | 722.6325   | 98          | 97         |
| cached-os | 32  | 4        | xeon    | samsung-990-pro | 2158.576    | 2012.57     | 2024.3745  | 93          | 93         |
| cached-os | 32  | 4        | xeon    | wd-sn640        | 2177.2545   | 2012.261    | 2026.9465  | 92          | 93         |
| cached-os | 32  | 8        | ryzen   | nvme            | 1249.176    | 1221.2625   | 1217.016   | 97          | 97         |
| cached-os | 32  | 8        | ryzen   | raid-nvme       | 1246.0685   | 1225.6485   | 1215.171   | 98          | 97         |
| cached-os | 32  | 8        | ryzen   | raid-sata       | 1244.918    | 1225.276    | 1215.4905  | 98          | 97         |
| cached-os | 32  | 8        | xeon    | samsung-990-pro | 3627.2725   | 3415.877    | 3406.569   | 94          | 93         |
| cached-os | 32  | 8        | xeon    | wd-sn640        | 3651.8985   | 3444.7015   | 3417.046   | 94          | 93         |
| cached-os | 32  | 16       | ryzen   | nvme            | 2269.4895   | 2225.265    | 2202.0595  | 98          | 97         |
| cached-os | 32  | 16       | ryzen   | raid-nvme       | 2265.192    | 2214.3475   | 2207.88    | 97          | 97         |
| cached-os | 32  | 16       | ryzen   | raid-sata       | 2264.333    | 2219.6635   | 2200.5585  | 98          | 97         |
| cached-os | 32  | 16       | xeon    | samsung-990-pro | 6671.69     | 6224.9525   | 6194.479   | 93          | 92         |
| cached-os | 32  | 16       | xeon    | wd-sn640        | 6727.432    | 6232.133    | 6185.6105  | 92          | 91         |
| cached-os | 32  | 32       | ryzen   | nvme            | 2856.782    | 2801.8145   | 2761.466   | 98          | 96         |
| cached-os | 32  | 32       | ryzen   | raid-nvme       | 2842.383    | 2795.5915   | 2739.511   | 98          | 96         |
| cached-os | 32  | 32       | ryzen   | raid-sata       | 2860.483    | 2796.825    | 2765.0515  | 97          | 96         |
| cached-os | 32  | 32       | xeon    | samsung-990-pro | 8749.094    | 8091.4855   | 8027.215   | 92          | 91         |
| cached-os | 32  | 32       | xeon    | wd-sn640        | 8860.855    | 8113.6915   | 7992.435   | 91          | 90         |
| cached-os | 32  | 64       | ryzen   | nvme            | 1030.115    | 1036.4465   | 1034.6195  | 100         | 100        |
| cached-os | 32  | 64       | ryzen   | raid-nvme       | 1023.489    | 1038.9755   | 1032.131   | 101         | 100        |
| cached-os | 32  | 64       | ryzen   | raid-sata       | 1027.28     | 1039.2905   | 1031.265   | 101         | 100        |
| cached-os | 32  | 64       | xeon    | samsung-990-pro | 3115.0035   | 3090.035    | 3097.6675  | 99          | 99         |
| cached-os | 32  | 64       | xeon    | wd-sn640        | 3156.651    | 3119.124    | 3129.1915  | 98          | 99         |
| cached-os | 32  | 128      | ryzen   | nvme            | 2310.653    | 2324.7065   | 2314.8265  | 100         | 100        |
| cached-os | 32  | 128      | ryzen   | raid-nvme       | 2317.68     | 2326.698    | 2317.822   | 100         | 100        |
| cached-os | 32  | 128      | ryzen   | raid-sata       | 2318.957    | 2326.127    | 2312.5325  | 100         | 99         |
| cached-os | 32  | 128      | xeon    | samsung-990-pro | 7070.521    | 6914.2845   | 6942.3505  | 97          | 98         |
| cached-os | 32  | 128      | xeon    | wd-sn640        | 7112.9075   | 6977.3585   | 6990.3615  | 98          | 98         |
| cached-os | 32  | 256      | ryzen   | nvme            | 3997.6645   | 3991.7925   | 3966.2585  | 99          | 99         |
| cached-os | 32  | 256      | ryzen   | raid-nvme       | 3970.2255   | 4007.523    | 3956.8525  | 100         | 99         |
| cached-os | 32  | 256      | ryzen   | raid-sata       | 3993.978    | 4010.711    | 3967.104   | 100         | 99         |
| cached-os | 32  | 256      | xeon    | samsung-990-pro | 12219.7665  | 11716.624   | 11751.345  | 95          | 96         |
| cached-os | 32  | 256      | xeon    | wd-sn640        | 12285.8015  | 11797.244   | 11831.1885 | 96          | 96         |
| cached-os | 32  | 512      | ryzen   | nvme            | 3205.567    | 3168.9505   | 3117.6945  | 98          | 97         |
| cached-os | 32  | 512      | ryzen   | raid-nvme       | 3181.6375   | 3150.262    | 3129.6915  | 99          | 98         |
| cached-os | 32  | 512      | ryzen   | raid-sata       | 3201.315    | 3135.4895   | 3143.9555  | 97          | 98         |
| cached-os | 32  | 512      | xeon    | samsung-990-pro | 9263.7035   | 8784.963    | 8791.1795  | 94          | 94         |
| cached-os | 32  | 512      | xeon    | wd-sn640        | 9388.979    | 8857.9045   | 8853.089   | 94          | 94         |
| cached-os | 32  | 1024     | ryzen   | nvme            | 4190.213    | 3997.3565   | 3971.08    | 95          | 94         |
| cached-os | 32  | 1024     | ryzen   | raid-nvme       | 4158.339    | 4009.056    | 3956.827   | 96          | 95         |
| cached-os | 32  | 1024     | ryzen   | raid-sata       | 4180.081    | 3987.753    | 3955.856   | 95          | 94         |
| cached-os | 32  | 1024     | xeon    | samsung-990-pro | 12012.7955  | 11158.006   | 11121.2    | 92          | 92         |
| cached-os | 32  | 1024     | xeon    | wd-sn640        | 12072.643   | 11256.0305  | 11150.071  | 93          | 92         |
| cached-os | 32  | 2048     | ryzen   | nvme            | 4637.723    | 4363.2155   | 4279.3865  | 94          | 92         |
| cached-os | 32  | 2048     | ryzen   | raid-nvme       | 4615.2555   | 4344.5775   | 4286.635   | 94          | 92         |
| cached-os | 32  | 2048     | ryzen   | raid-sata       | 4651.5155   | 4359.134    | 4316.158   | 93          | 92         |
| cached-os | 32  | 2048     | xeon    | samsung-990-pro | 13283.7295  | 11903.7525  | 11716.313  | 89          | 88         |
| cached-os | 32  | 2048     | xeon    | wd-sn640        | 13461.206   | 11956.1615  | 11710.128  | 88          | 86         |
| cached-os | 32  | 4048     | ryzen   | nvme            | 3382.1735   | 3138.931    | 3072.372   | 92          | 90         |
| cached-os | 32  | 4048     | ryzen   | raid-nvme       | 3356.545    | 3112.4845   | 3047.295   | 92          | 90         |
| cached-os | 32  | 4048     | ryzen   | raid-sata       | 3383.208    | 3154.8865   | 3052.771   | 93          | 90         |
| cached-os | 32  | 4048     | xeon    | samsung-990-pro | 10163.5885  | 9171.0345   | 8961.292   | 90          | 88         |
| cached-os | 32  | 4048     | xeon    | wd-sn640        | 10263.7055  | 9169.711    | 8576.6485  | 89          | 83         |
| uncached  | 0   | 2        | ryzen   | nvme            | 5118.8415   | 4129.096    | 4157.397   | 80          | 81         |
| uncached  | 0   | 2        | ryzen   | raid-nvme       | 4122.4175   | 3651.6525   | 3534.5825  | 88          | 85         |
| uncached  | 0   | 2        | ryzen   | raid-sata       | 13256.521   | 11352.5175  | 11296.145  | 85          | 85         |
| uncached  | 0   | 2        | xeon    | samsung-990-pro | 8416.7865   | 7061.335    | 7007.4245  | 83          | 83         |
| uncached  | 0   | 2        | xeon    | wd-sn640        | 11374.6515  | 11105.354   | 11114.881  | 97          | 97         |
| uncached  | 0   | 4        | ryzen   | nvme            | 6335.944    | 5474.22     | 5440.5365  | 86          | 85         |
| uncached  | 0   | 4        | ryzen   | raid-nvme       | 4953.423    | 4446.9225   | 4435.42    | 89          | 89         |
| uncached  | 0   | 4        | ryzen   | raid-sata       | 16886.205   | 14290.079   | 14332.6055 | 84          | 84         |
| uncached  | 0   | 4        | xeon    | samsung-990-pro | 10608.487   | 8917.849    | 8918.1985  | 84          | 84         |
| uncached  | 0   | 4        | xeon    | wd-sn640        | 14515.1395  | 13257.818   | 13187.4685 | 91          | 90         |
| uncached  | 0   | 8        | ryzen   | nvme            | 8805.749    | 8326.3305   | 8321.6375  | 94          | 94         |
| uncached  | 0   | 8        | ryzen   | raid-nvme       | 7002.7445   | 6741.561    | 6716.637   | 96          | 95         |
| uncached  | 0   | 8        | ryzen   | raid-sata       | 23784.0105  | 22375.0015  | 22425.6485 | 94          | 94         |
| uncached  | 0   | 8        | xeon    | samsung-990-pro | 14559.531   | 14036.084   | 13928.4445 | 96          | 95         |
| uncached  | 0   | 8        | xeon    | wd-sn640        | 20109.4815  | 19941.811   | 19863.173  | 99          | 98         |
| uncached  | 0   | 16       | ryzen   | nvme            | 13763.035   | 13330.064   | 13334.9965 | 96          | 96         |
| uncached  | 0   | 16       | ryzen   | raid-nvme       | 11339.1155  | 10963.1715  | 10966.6795 | 96          | 96         |
| uncached  | 0   | 16       | ryzen   | raid-sata       | 38093.5345  | 37334.649   | 37140.707  | 98          | 97         |
| uncached  | 0   | 16       | xeon    | samsung-990-pro | 23063.7515  | 23054.782   | 22900.86   | 99          | 99         |
| uncached  | 0   | 16       | xeon    | wd-sn640        | 29127.5885  | 29275.1625  | 29249.536  | 100         | 100        |
| uncached  | 0   | 32       | ryzen   | nvme            | 14166.7435  | 13611.9895  | 13591.7655 | 96          | 95         |
| uncached  | 0   | 32       | ryzen   | raid-nvme       | 12034.2285  | 11543.985   | 11541.8625 | 95          | 95         |
| uncached  | 0   | 32       | ryzen   | raid-sata       | 35777.8085  | 34310.064   | 34299.116  | 95          | 95         |
| uncached  | 0   | 32       | xeon    | samsung-990-pro | 23667.306   | 22476.139   | 22508.5245 | 94          | 95         |
| uncached  | 0   | 32       | xeon    | wd-sn640        | 22258.1235  | 22387.2465  | 22283.8275 | 100         | 100        |
| uncached  | 0   | 64       | ryzen   | nvme            | 16980.094   | 16022.706   | 16006.3605 | 94          | 94         |
| uncached  | 0   | 64       | ryzen   | raid-nvme       | 14858.9865  | 14012.8115  | 13952.82   | 94          | 93         |
| uncached  | 0   | 64       | ryzen   | raid-sata       | 41248.973   | 36951.813   | 36862.4335 | 89          | 89         |
| uncached  | 0   | 64       | xeon    | samsung-990-pro | 19014.6265  | 17599.384   | 17567.3085 | 92          | 92         |
| uncached  | 0   | 64       | xeon    | wd-sn640        | 12149.9675  | 11572.935   | 11562.8455 | 95          | 95         |
| uncached  | 0   | 128      | ryzen   | nvme            | 26888.5745  | 30111.313   | 30049.767  | 111         | 111        |
| uncached  | 0   | 128      | ryzen   | raid-nvme       | 20846.0015  | 25717.9855  | 25632.9055 | 123         | 122        |
| uncached  | 0   | 128      | ryzen   | raid-sata       | 72837.509   | 72293.5425  | 72293.713  | 99          | 99         |
| uncached  | 0   | 128      | xeon    | samsung-990-pro | 29597.741   | 33366.376   | 33615.0215 | 112         | 113        |
| uncached  | 0   | 128      | xeon    | wd-sn640        | 16586.11    | 18108.6725  | 18144.183  | 109         | 109        |
| uncached  | 0   | 256      | ryzen   | nvme            | 20140.812   | 35982.8705  | 35858.6475 | 178         | 178        |
| uncached  | 0   | 256      | ryzen   | raid-nvme       | 16029.352   | 31026.6935  | 30869.274  | 193         | 192        |
| uncached  | 0   | 256      | ryzen   | raid-sata       | 61983.871   | 92489.6785  | 92777.986  | 149         | 149        |
| uncached  | 0   | 256      | xeon    | samsung-990-pro | 30587.0745  | 43204.13    | 43936.9985 | 141         | 143        |
| uncached  | 0   | 256      | xeon    | wd-sn640        | 19236.684   | 24460.157   | 24533.1185 | 127         | 127        |
| uncached  | 0   | 512      | ryzen   | nvme            | 8872.614    | 12637.1675  | 12810.173  | 142         | 144        |
| uncached  | 0   | 512      | ryzen   | raid-nvme       | 8205.7035   | 11165.6745  | 11628.5445 | 136         | 141        |
| uncached  | 0   | 512      | ryzen   | raid-sata       | 29749.8455  | 39385.2335  | 39712.885  | 132         | 133        |
| uncached  | 0   | 512      | xeon    | samsung-990-pro | 18639.8815  | 21515.321   | 21964.34   | 115         | 117        |
| uncached  | 0   | 512      | xeon    | wd-sn640        | 14497.5965  | 14723.0765  | 14877.0475 | 101         | 102        |
| uncached  | 0   | 1024     | ryzen   | nvme            | 7194.1325   | 7147.8305   | 7118.552   | 99          | 98         |
| uncached  | 0   | 1024     | ryzen   | raid-nvme       | 7650.495    | 7492.6185   | 7503.756   | 97          | 98         |
| uncached  | 0   | 1024     | ryzen   | raid-sata       | 24452.3415  | 23907.1415  | 23928.9645 | 97          | 97         |
| uncached  | 0   | 1024     | xeon    | samsung-990-pro | 19001.2195  | 18688.116   | 18697.5145 | 98          | 98         |
| uncached  | 0   | 1024     | xeon    | wd-sn640        | 16203.74    | 15753.8235  | 15624.7705 | 97          | 96         |
| uncached  | 0   | 2048     | ryzen   | nvme            | 6469.1115   | 6506.7265   | 6452.8395  | 100         | 99         |
| uncached  | 0   | 2048     | ryzen   | raid-nvme       | 7363.356    | 7044.552    | 7020.7845  | 95          | 95         |
| uncached  | 0   | 2048     | ryzen   | raid-sata       | 21487.3515  | 20270.469   | 20108.0695 | 94          | 93         |
| uncached  | 0   | 2048     | xeon    | samsung-990-pro | 19234.338   | 18485.214   | 18739.176  | 96          | 97         |
| uncached  | 0   | 2048     | xeon    | wd-sn640        | 17184.205   | 16437.3835  | 16335.955  | 95          | 95         |
| uncached  | 0   | 4048     | ryzen   | nvme            | 4023.002    | 3832.109    | 3855.193   | 95          | 95         |
| uncached  | 0   | 4048     | ryzen   | raid-nvme       | 4486.9285   | 4320.2755   | 4294.173   | 96          | 95         |
| uncached  | 0   | 4048     | ryzen   | raid-sata       | 10978.1055  | 10438.756   | 10202.895  | 95          | 92         |
| uncached  | 0   | 4048     | xeon    | samsung-990-pro | 11592.9965  | 11120.697   | 11002.0695 | 95          | 94         |
| uncached  | 0   | 4048     | xeon    | wd-sn640        | 10864.826   | 10176.066   | 10078.4255 | 93          | 92         |
| uncached  | 1   | 2        | ryzen   | nvme            | 9930.3255   | 4994.136    | 4269.6885  | 50          | 42         |
| uncached  | 1   | 2        | ryzen   | raid-nvme       | 9976.446    | 4957.281    | 3661.4645  | 49          | 36         |
| uncached  | 1   | 2        | ryzen   | raid-sata       | 18373.0225  | 12062.1015  | 11394.475  | 65          | 62         |
| uncached  | 1   | 2        | xeon    | samsung-990-pro | 13127.978   | 7406.4405   | 6928.442   | 56          | 52         |
| uncached  | 1   | 2        | xeon    | wd-sn640        | 17403.108   | 11408.6385  | 11088.9705 | 65          | 63         |
| uncached  | 1   | 4        | ryzen   | nvme            | 10219.281   | 6785.7805   | 5989.4435  | 66          | 58         |
| uncached  | 1   | 4        | ryzen   | raid-nvme       | 9110.1785   | 5786.996    | 4819.45    | 63          | 52         |
| uncached  | 1   | 4        | ryzen   | raid-sata       | 16812.1745  | 13431.5585  | 13633.0245 | 79          | 81         |
| uncached  | 1   | 4        | xeon    | samsung-990-pro | 11189.516   | 8077.5425   | 8333.4945  | 72          | 74         |
| uncached  | 1   | 4        | xeon    | wd-sn640        | 18361.2555  | 13903.751   | 13509.075  | 75          | 73         |
| uncached  | 1   | 8        | ryzen   | nvme            | 15178.381   | 10885.034   | 9578.0905  | 71          | 63         |
| uncached  | 1   | 8        | ryzen   | raid-nvme       | 14926.5175  | 9420.367    | 7490.7005  | 63          | 50         |
| uncached  | 1   | 8        | ryzen   | raid-sata       | 27126.4875  | 22596.6945  | 22410.8085 | 83          | 82         |
| uncached  | 1   | 8        | xeon    | samsung-990-pro | 17873.0625  | 13066.776   | 13238.2695 | 73          | 74         |
| uncached  | 1   | 8        | xeon    | wd-sn640        | 31454.118   | 23585.7705  | 21242.261  | 74          | 67         |
| uncached  | 1   | 16       | ryzen   | nvme            | 24157.311   | 18729.113   | 16306.9315 | 77          | 67         |
| uncached  | 1   | 16       | ryzen   | raid-nvme       | 27145.179   | 16369.625   | 11944.2935 | 60          | 44         |
| uncached  | 1   | 16       | ryzen   | raid-sata       | 47302.3895  | 40371.7155  | 38686.9585 | 85          | 81         |
| uncached  | 1   | 16       | xeon    | samsung-990-pro | 31181.5165  | 22842.466   | 21961.4345 | 73          | 70         |
| uncached  | 1   | 16       | xeon    | wd-sn640        | 54131.09    | 38481.3485  | 31264.946  | 71          | 57         |
| uncached  | 1   | 32       | ryzen   | nvme            | 26991.067   | 18140.6795  | 13669.0655 | 67          | 50         |
| uncached  | 1   | 32       | ryzen   | raid-nvme       | 42867.8385  | 21132.659   | 11603.394  | 49          | 27         |
| uncached  | 1   | 32       | ryzen   | raid-sata       | 56199.2195  | 44748.803   | 34220.187  | 79          | 60         |
| uncached  | 1   | 32       | xeon    | samsung-990-pro | 37384.114   | 26003.9985  | 22304.4245 | 69          | 59         |
| uncached  | 1   | 32       | xeon    | wd-sn640        | 59326.754   | 37087.2835  | 22333.3675 | 62          | 37         |
| uncached  | 1   | 64       | ryzen   | nvme            | 17120.363   | 16019.67    | 15992.9315 | 93          | 93         |
| uncached  | 1   | 64       | ryzen   | raid-nvme       | 15065.2565  | 13962.274   | 14035.309  | 92          | 93         |
| uncached  | 1   | 64       | ryzen   | raid-sata       | 38812.6655  | 36155.939   | 36712.199  | 93          | 94         |
| uncached  | 1   | 64       | xeon    | samsung-990-pro | 18431.298   | 17264.069   | 17333.094  | 93          | 94         |
| uncached  | 1   | 64       | xeon    | wd-sn640        | 11376.5015  | 11281.701   | 11397.7535 | 99          | 100        |
| uncached  | 1   | 128      | ryzen   | nvme            | 37417.895   | 32527.7015  | 30804.952  | 86          | 82         |
| uncached  | 1   | 128      | ryzen   | raid-nvme       | 32331.671   | 28549.215   | 26525.2575 | 88          | 82         |
| uncached  | 1   | 128      | ryzen   | raid-sata       | 86974.622   | 75685.6325  | 74066.926  | 87          | 85         |
| uncached  | 1   | 128      | xeon    | samsung-990-pro | 39594.934   | 35398.744   | 33359.224  | 89          | 84         |
| uncached  | 1   | 128      | xeon    | wd-sn640        | 19673.5725  | 18424.386   | 17622.851  | 93          | 89         |
| uncached  | 1   | 256      | ryzen   | nvme            | 65109.1455  | 48600.0295  | 39160.4415 | 74          | 60         |
| uncached  | 1   | 256      | ryzen   | raid-nvme       | 63185.4215  | 44616.2395  | 34446.0875 | 70          | 54         |
| uncached  | 1   | 256      | ryzen   | raid-sata       | 151819.2485 | 117667.0115 | 99165.1595 | 77          | 65         |
| uncached  | 1   | 256      | xeon    | samsung-990-pro | 46964.68    | 48820.336   | 45108.2595 | 103         | 96         |
| uncached  | 1   | 256      | xeon    | wd-sn640        | 32358.6985  | 28365.681   | 23224.1785 | 87          | 71         |
| uncached  | 1   | 512      | ryzen   | nvme            | 40703.7405  | 31744.3815  | 24122.606  | 77          | 59         |
| uncached  | 1   | 512      | ryzen   | raid-nvme       | 46795.3325  | 29008.3795  | 18483.0625 | 61          | 39         |
| uncached  | 1   | 512      | ryzen   | raid-sata       | 110702.105  | 78294.789   | 57385.1035 | 70          | 51         |
| uncached  | 1   | 512      | xeon    | samsung-990-pro | 28637.2725  | 27340.396   | 23415.624  | 95          | 81         |
| uncached  | 1   | 512      | xeon    | wd-sn640        | 25143.295   | 20602.8265  | 15781.3695 | 81          | 62         |
| uncached  | 1   | 1024     | ryzen   | nvme            | 40743.951   | 33020.7425  | 20024.238  | 81          | 49         |
| uncached  | 1   | 1024     | ryzen   | raid-nvme       | 53787.084   | 27546.3455  | 12020.472  | 51          | 22         |
| uncached  | 1   | 1024     | ryzen   | raid-sata       | 101669.7695 | 75257.1165  | 42590.127  | 74          | 41         |
| uncached  | 1   | 1024     | xeon    | samsung-990-pro | 34480.252   | 26928.263   | 18513.4985 | 78          | 53         |
| uncached  | 1   | 1024     | xeon    | wd-sn640        | 31598.207   | 23781.855   | 17285.191  | 75          | 54         |
| uncached  | 1   | 2048     | ryzen   | nvme            | 19134.162   | 18432.722   | 15139.6665 | 96          | 79         |
| uncached  | 1   | 2048     | ryzen   | raid-nvme       | 18439.401   | 13506.585   | 8317.7155  | 73          | 45         |
| uncached  | 1   | 2048     | ryzen   | raid-sata       | 43077.462   | 39407.081   | 29810.4985 | 91          | 69         |
| uncached  | 1   | 2048     | xeon    | samsung-990-pro | 30225.104   | 23112.8725  | 18459.545  | 76          | 61         |
| uncached  | 1   | 2048     | xeon    | wd-sn640        | 33990.179   | 22809.784   | 16198.495  | 67          | 47         |
| uncached  | 1   | 4048     | ryzen   | nvme            | 4238.222    | 4649.1515   | 3913.175   | 109         | 92         |
| uncached  | 1   | 4048     | ryzen   | raid-nvme       | 4555.8915   | 5419.908    | 4364.149   | 118         | 95         |
| uncached  | 1   | 4048     | ryzen   | raid-sata       | 10945.5675  | 11665.5225  | 10185.243  | 106         | 93         |
| uncached  | 1   | 4048     | xeon    | samsung-990-pro | 12230.674   | 13139.3665  | 11176.803  | 107         | 91         |
| uncached  | 1   | 4048     | xeon    | wd-sn640        | 26015.811   | 17024.538   | 10217.2295 | 65          | 39         |
| uncached  | 8   | 2        | ryzen   | nvme            | 3077.6895   | 1612.864    | 1980.4245  | 52          | 64         |
| uncached  | 8   | 2        | ryzen   | raid-nvme       | 2341.711    | 1335.737    | 1642.476   | 57          | 70         |
| uncached  | 8   | 2        | ryzen   | raid-sata       | 5119.81     | 2946.7635   | 4308.1595  | 57          | 84         |
| uncached  | 8   | 2        | xeon    | samsung-990-pro | 3753.5315   | 2956.4425   | 3859.345   | 78          | 102        |
| uncached  | 8   | 2        | xeon    | wd-sn640        | 6104.291    | 3761.3285   | 4667.3845  | 61          | 76         |
| uncached  | 8   | 4        | ryzen   | nvme            | 3445.947    | 1711.748    | 1782.031   | 49          | 51         |
| uncached  | 8   | 4        | ryzen   | raid-nvme       | 2673.8935   | 1463.2445   | 1569.1285  | 54          | 58         |
| uncached  | 8   | 4        | ryzen   | raid-sata       | 6041.52     | 3267.9955   | 3846.031   | 54          | 63         |
| uncached  | 8   | 4        | xeon    | samsung-990-pro | 4032.107    | 3201.4765   | 3492.5445  | 79          | 86         |
| uncached  | 8   | 4        | xeon    | wd-sn640        | 7414.9575   | 4211.838    | 4582.943   | 56          | 61         |
| uncached  | 8   | 8        | ryzen   | nvme            | 5447.3465   | 2681.883    | 2728.529   | 49          | 50         |
| uncached  | 8   | 8        | ryzen   | raid-nvme       | 4206.7085   | 2319.7355   | 2408.12    | 55          | 57         |
| uncached  | 8   | 8        | ryzen   | raid-sata       | 10562.3945  | 5639.713    | 6611.8895  | 53          | 62         |
| uncached  | 8   | 8        | xeon    | samsung-990-pro | 6441.728    | 5198.979    | 5771.059   | 80          | 89         |
| uncached  | 8   | 8        | xeon    | wd-sn640        | 12966.4035  | 7126.9285   | 7341.4225  | 54          | 56         |
| uncached  | 8   | 16       | ryzen   | nvme            | 10330.7715  | 4871.862    | 4666.662   | 47          | 45         |
| uncached  | 8   | 16       | ryzen   | raid-nvme       | 7356.064    | 4156.9885   | 4168.184   | 56          | 56         |
| uncached  | 8   | 16       | ryzen   | raid-sata       | 19707.3285  | 10413.73    | 11598.7635 | 52          | 58         |
| uncached  | 8   | 16       | xeon    | samsung-990-pro | 11454.8715  | 9279.3545   | 10072.879  | 81          | 87         |
| uncached  | 8   | 16       | xeon    | wd-sn640        | 23102.3555  | 13009.9845  | 13129.639  | 56          | 56         |
| uncached  | 8   | 32       | ryzen   | nvme            | 12437.228   | 6358.22     | 5504.1485  | 51          | 44         |
| uncached  | 8   | 32       | ryzen   | raid-nvme       | 8345.8325   | 5358.3875   | 5240.162   | 64          | 62         |
| uncached  | 8   | 32       | ryzen   | raid-sata       | 22424.252   | 13006.558   | 14829.6715 | 58          | 66         |
| uncached  | 8   | 32       | xeon    | samsung-990-pro | 13761.669   | 11431.5035  | 13082.5095 | 83          | 95         |
| uncached  | 8   | 32       | xeon    | wd-sn640        | 24469.2525  | 16463.5085  | 16692.9075 | 67          | 68         |
| uncached  | 8   | 64       | ryzen   | nvme            | 2681.499    | 2427.2155   | 2410.261   | 90          | 89         |
| uncached  | 8   | 64       | ryzen   | raid-nvme       | 3329.689    | 2762.9745   | 2745.714   | 82          | 82         |
| uncached  | 8   | 64       | ryzen   | raid-sata       | 8423.7315   | 7449.5035   | 7452.397   | 88          | 88         |
| uncached  | 8   | 64       | xeon    | samsung-990-pro | 4939.403    | 4688.3275   | 4644.3875  | 94          | 94         |
| uncached  | 8   | 64       | xeon    | wd-sn640        | 10254.7715  | 9530.3325   | 9580.7735  | 92          | 93         |
| uncached  | 8   | 128      | ryzen   | nvme            | 5951.011    | 5081.411    | 5056.0075  | 85          | 84         |
| uncached  | 8   | 128      | ryzen   | raid-nvme       | 8535.572    | 6255.0565   | 6231.09    | 73          | 73         |
| uncached  | 8   | 128      | ryzen   | raid-sata       | 20055.2275  | 17084.8995  | 17091.76   | 85          | 85         |
| uncached  | 8   | 128      | xeon    | samsung-990-pro | 11891.209   | 10394.342   | 10386.842  | 87          | 87         |
| uncached  | 8   | 128      | xeon    | wd-sn640        | 13838.3995  | 13404.046   | 13399.7745 | 96          | 96         |
| uncached  | 8   | 256      | ryzen   | nvme            | 12417.233   | 8439.6285   | 8386.867   | 67          | 67         |
| uncached  | 8   | 256      | ryzen   | raid-nvme       | 15460.3105  | 10010.635   | 9995.372   | 64          | 64         |
| uncached  | 8   | 256      | ryzen   | raid-sata       | 36418.464   | 29211.3065  | 29303.263  | 80          | 80         |
| uncached  | 8   | 256      | xeon    | samsung-990-pro | 20321.915   | 17192.754   | 17225.248  | 84          | 84         |
| uncached  | 8   | 256      | xeon    | wd-sn640        | 20401.6745  | 18592.233   | 18679.122  | 91          | 91         |
| uncached  | 8   | 512      | ryzen   | nvme            | 16757.2175  | 7750.4975   | 7126.504   | 46          | 42         |
